C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_32_742.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_32_742.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_32_742.jpg, 0, 0, 0, 8.019274E-05
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_32_849.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_32_849.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_32_849.jpg, 0, 0.1155984, 0, 0.01800001
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_32_951.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_32_951.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_32_951.jpg, -0.3033663, 0.4189647, 0, 0.3853902
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_33_055.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_33_055.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_33_055.jpg, -0.6029637, 0.7185621, 0, 1.072156
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_33_160.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_33_160.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_33_160.jpg, -0.6022077, 1, 0, 2.121663
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_33_262.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_33_262.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_33_262.jpg, -0.3117954, 1, 0, 3.311817
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_33_362.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_33_362.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_33_362.jpg, 0, 1, 0, 4.484332
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_33_463.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_33_463.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_33_463.jpg, 0, 1, 0, 5.644447
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_33_564.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_33_564.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_33_564.jpg, -0.1101138, 1, 0, 6.792064
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_33_667.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_33_667.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_33_667.jpg, -0.4049496, 1, 0, 7.893092
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_33_770.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_33_770.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_33_770.jpg, -0.329929, 1, 0, 9.20263
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_33_872.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_33_872.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_33_872.jpg, -0.02607186, 1, 0, 10.31477
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_33_973.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_33_973.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_33_973.jpg, -0.0410292, 1, 0, 11.51109
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_34_076.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_34_076.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_34_076.jpg, -0.3382881, 1, 0, 12.41174
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_34_178.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_34_178.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_34_178.jpg, -0.6415458, 1, 0, 13.43936
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_34_279.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_34_279.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_34_279.jpg, -0.3696725, 1, 0, 14.42049
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_34_381.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_34_381.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_34_381.jpg, -0.06854516, 1, 0, 15.60518
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_34_483.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_34_483.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_34_483.jpg, 0, 1, 0, 16.56207
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_34_585.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_34_585.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_34_585.jpg, 0, 1, 0, 17.64256
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_34_685.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_34_685.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_34_685.jpg, -0.2991843, 1, 0, 18.62601
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_34_791.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_34_791.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_34_791.jpg, -0.2139382, 1, 0, 19.7934
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_34_896.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_34_896.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_34_896.jpg, 0, 1, 0, 20.78178
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_34_999.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_34_999.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_34_999.jpg, 0, 1, 0, 21.79921
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_35_099.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_35_099.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_35_099.jpg, -0.1005315, 1, 0, 22.77382
C:\Users\jahir\Desktop\RNA\Data\IMG\center_2022_05_07_14_13_35_200.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\left_2022_05_07_14_13_35_200.jpg, C:\Users\jahir\Desktop\RNA\Data\IMG\right_2022_05_07_14_13_35_200.jpg, -0.4073395, 1, 0, 23.67332
